S	Exchange id	Exchange code	Exchange name	Symbol	realtime symbol	Korea name	English name	"Security type(1:Index,2:Stock,3:ETP(ETF),4:Warrant)"	currency	float position	data type	base price	Bid order size	Ask order size	market start time(HHMM)	market end time(HHMM)	DR 여부(Y/N)	DR 국가코드	업종분류코드	"지수구성종목 존재 여부(0:구성종목없음,1:구성종목있음)"	Tick size Type	"구분코드(001:ETF,002:ETN,003:ETC,004:Others,005:VIX Underlying ETF,006:VIX Underlying ETN)"	Tick size type 상세
US	22	NAS	나스닥	NBIS	NASNBIS	네비우스 그룹	NEBIUS GROUP N V	2	USD	4		18.94	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NBIX	NASNBIX	뉴로크린 바이오사이언시스	NEUROCRINE BIOSCIENCES INC	2	USD	4		120.46	1	1	930	1600	N		530	0	0	   	   
US	22	NAS	나스닥	NBN	NASNBN	노스이스트 뱅크	NORTHEAST BK LEWISTON ME	2	USD	4		71.5	1	1	930	1600	N		610	0	1	   	   
US	22	NAS	나스닥	NBST	NASNBST	뉴버리 스트리트 애퀴지션	NEWBURY STREET ACQUISITION CORP	2	USD	4		10.87	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NBSTU	NASNBSTU	뉴버리 스트리트 애퀴지션 유닛	NEWBURY STREET ACQUISITION CORP UNIT 1 COM & 1/2 WT EXP(	2	USD	4		10.87	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NBTB	NASNBTB	NBT 뱅코프	NBT BANCORP INC	2	USD	4		46.15	1	1	930	1600	N		610	0	1	   	   
US	22	NAS	나스닥	NBTX	NASNBTX	나노바이오틱스(ADR)	NANOBIOTIX SPON ADS EACH REP 1 ORD SHS	2	USD	4		5.32	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NCI	NASNCI	니오 컨셉 인터내셔널 그룹 홀딩스	NEO-CONCEPT INTL GRP HLDGS LTD	2	USD	4		0.84	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NCMI	NASNCMI	내셔널 시네미디어	NATIONAL CINEMEDIA INC	2	USD	4		6.97	1	1	930	1600	N		370	0	1	   	   
US	22	NAS	나스닥	NCNA	NASNCNA	누카나(ADR)	NUCANA PLC SPON ADR EACH REP 25 ORD SHS(POST SPLIT)	2	USD	4		3.26	1	1	930	1600	N		530	0	0	   	   
US	22	NAS	나스닥	NCNC	NASNCNC	노코 노코	NOCO NOCO INC	2	USD	4		0.1421	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NCNO	NASNCNO	엔시노	NCINO INC	2	USD	4		30.73	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NCPB	NASNCPB	NUSHARES ETF TRUST NUVEEN CORE PLUS BOND ETF	NUSHARES ETF TRUST NUVEEN CORE PLUS BOND ETF	3	USD	4		26.01	1	1	930	1600	N		0	0	0	001	   
US	22	NAS	나스닥	NCPL	NASNCPL	넷케피털	NETCAPITAL INC	2	USD	4		1.63	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NCRA	NASNCRA	노세라	NOCERA INC	2	USD	4		0.94	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NCSM	NASNCSM	NCS 멀티스테이지 홀딩스	NCS MULTISTAGE HOLDINGS INC	2	USD	4		20.9	1	1	930	1600	N		10	0	0	   	   
US	22	NAS	나스닥	NCTY	NASNCTY	더 나인(ADR)	THE9 LTD SPON ADS EACH REP 300 SHS(POST SPLIT)	2	USD	4		6.602	1	1	930	1600	N		370	0	0	   	   
US	22	NAS	나스닥	NDAQ	NASNDAQ	나스닥	NASDAQ INC	2	USD	4		74.29	1	1	930	1600	N		640	0	0	   	   
US	22	NAS	나스닥	NDLS	NASNDLS	누들스 앤드 컴퍼니	NOODLES & CO	2	USD	4		1.24	1	1	930	1600	N		350	0	1	   	   
US	22	NAS	나스닥	NDRA	NASNDRA	엔드라 라이프 사이언시스	ENDRA LIFE SCIENCES INC	2	USD	4		0.2113	1	1	930	1600	N		510	0	0	   	   
US	22	NAS	나스닥	NDSN	NASNDSN	노드슨	NORDSON CORP	2	USD	4		260.03	1	1	930	1600	N		230	0	0	   	   
US	22	NAS	나스닥	NECB	NASNECB	노스이스트 커뮤니티 뱅코프	NORTHEAST COMMUNITY BANCORP INC	2	USD	4		23.24	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NEGG	NASNEGG	뉴에그 커머스	NEWEGG COMMERCE INC	2	USD	4		0.795	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NEO	NASNEO	니오지노믹스	NEOGENOMICS INC	2	USD	4		16.48	1	1	930	1600	N		530	0	1	   	   
US	22	NAS	나스닥	NEOG	NASNEOG	니오젠	NEOGEN CORP	2	USD	4		17.53	1	1	930	1600	N		510	0	1	   	   
US	22	NAS	나스닥	NEON	NASNEON	니오노드	NEONODE INC	2	USD	4		10.175	1	1	930	1600	N		730	0	0	   	   
US	22	NAS	나스닥	NEOV	NASNEOV	니오볼타	NEOVOLTA INC	2	USD	4		3	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NEPH	NASNEPH	네프로스	NEPHROS INC	2	USD	4		1.805	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NERD	NASNERD	LISTED FUND TRUST ROUNDHILL VIDEO GAMES ETF	LISTED FUND TRUST ROUNDHILL VIDEO GAMES ETF	3	USD	4		17.71	1	1	930	1600	N		0	0	0	001	   
US	22	NAS	나스닥	NERV	NASNERV	미네르바 뉴로사이언시스	MINERVA NEUROSCIENCES INC	2	USD	4		2.8166	1	1	930	1600	N		530	0	1	   	   
US	22	NAS	나스닥	NETD	NASNETD	네이버스 에너지 트랜지션 2	NABORS ENERGY TRANSITION CORP II	2	USD	4		10.66	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NETDU	NASNETDU	네이버스 에너지 트랜지션 2 유닛	NABORS ENERGY TRANSITION CORP II UNIT 1 COM & 1/2 WT EXP	2	USD	4		10.66	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NEWT	NASNEWT	뉴텍원	NEWTEKONE INC	2	USD	4		11.78	1	1	930	1600	N		640	0	1	   	   
US	22	NAS	나스닥	NEWTG	NASNEWTG	뉴텍원 일반채권(2029-01-06 8.500%)	NEWTEKONE INC 8.5% NTS 06/01/29 USD25	2	USD	4		25.12	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NEWTH	NASNEWTH	뉴텍원 선순위채권(2029-10-15 8.625% 고정)	NEWTEKONE INC 8.625% SENIOR NOTES FIXED 15/10/29 USD25	2	USD	4		25.2	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NEWTI	NASNEWTI	뉴텍원 일반채권(2028-09-01 8.000%)	NEWTEKONE INC 8% NOTES 01/09/28 USD25	2	USD	4		25.305	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NEWTZ	NASNEWTZ	뉴텍원 일반채권(2026 5.500%)	NEWTEKONE INC 5.50% NOTES DUE 2026	2	USD	4		24.6	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NEWZ	NASNEWZ	STOCKSNIPS AI-POWERED SENTIMENT US ALL CAP ETF	STOCKSNIPS AI-POWERED SENTIMENT US ALL CAP ETF	3	USD	4		27.73	1	1	930	1600	N		0	0	0	001	   
US	22	NAS	나스닥	NEXN	NASNEXN	넥슨 인터내셔널(ADR)	NEXXEN INTERNATIONAL LTD SPON ADR EACH REP 2 ORD SHS	2	USD	4		7.5	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NEXT	NASNEXT	넥스트디케이드	NEXTDECADE CORPORATION	2	USD	4		4.9	1	1	930	1600	N		10	0	1	   	   
US	22	NAS	나스닥	NFBK	NASNFBK	노스필드 뱅코프	NORTHFIELD BANCORP INC	2	USD	4		12.25	1	1	930	1600	N		640	0	1	   	   
US	22	NAS	나스닥	NFE	NASNFE	뉴 포트리스 에너지	NEW FORTRESS ENERGY INC	2	USD	4		10.6	1	1	930	1600	N		10	0	0	   	   
US	22	NAS	나스닥	NFLX	NASNFLX	넷플릭스	NETFLIX INC	2	USD	4		704.32	1	1	930	1600	N		370	0	0	   	   
US	22	NAS	나스닥	NFTY	NASNFTY	FIRST TRUST INDIA NIFTY 50 EQUAL WEIGHTED ETF	FIRST TR EXCH TRADED ALPHADEX FD II INDIA NIFTY 50 EQUAL WEI	3	USD	4		63.835	1	1	930	1600	N		0	0	0	001	   
US	22	NAS	나스닥	NGNE	NASNGNE	뉴로진	NEUROGENE INC	2	USD	4		41.56	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NHTC	NASNHTC	내추럴 헬스 트렌즈	NATURAL HEALTH TRENDS CORP	2	USD	4		6.5161	1	1	930	1600	N		420	0	1	   	   
US	22	NAS	나스닥	NICE	NASNICE	나이스(ADR)	NICE LTD ADR-EACH CNV INTO 1 ORD ILS1	2	USD	4		165.83	1	1	930	1600	Y	IL	720	0	0	   	   
US	22	NAS	나스닥	NICK	NASNICK	니콜라스 파이낸셜	NICHOLAS FINANCIAL INC	2	USD	4		6.01	1	1	930	1600	N		640	0	1	   	   
US	22	NAS	나스닥	NIKL	NASNIKL	SPROTT FDS TR NICKEL MINERS ETF	SPROTT FDS TR NICKEL MINERS ETF	3	USD	4		12.76	1	1	930	1600	N		0	0	0	001	   
US	22	NAS	나스닥	NIPG	NASNIPG	NIP 그룹(ADR)	NIP GROUP INC SPON ADS EACH REPR 2 CL A ORD SHS	2	USD	4		7.05	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NISN	NASNISN	니선 인터내셔널 엔터프라이즈 디벨롭먼트 그룹	NISUN INTL ENTERPRISE DEV GR CO LTD	2	USD	4		14.41	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NITO	NASNITO	N2오프	N2OFF INC	2	USD	4		0.28	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NIU	NASNIU	NIU 테크놀로지(ADR)	NIU TECHNOLOGIES SPON ADS EACH REP 2 ORD SHS CL A	2	USD	4		1.92	1	1	930	1600	N		310	0	0	   	   
US	22	NAS	나스닥	NIVF	NASNIVF	뉴젠IVF 그룹	NEWGENIVF GROUP LIMITED	2	USD	4		0.6313	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NIXT	NASNIXT	RESEARCH AFFILIATES DELETIONS ETF	RESEARCH AFFILIATES DELETIONS ETF	3	USD	4		26.35	1	1	930	1600	N		0	0	0	001	   
US	22	NAS	나스닥	NKGN	NASNKGN	엔케이젠바이오텍	NKGEN BIOTECH INC	2	USD	4		0.4275	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NKLA	NASNKLA	니콜라	NIKOLA CORPORATION	2	USD	4		5.11	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NKSH	NASNKSH	내셔널 뱅크셰어스	NATIONAL BANKSHARES INC	2	USD	4		30.76	1	1	930	1600	N		610	0	1	   	   
US	22	NAS	나스닥	NKTR	NASNKTR	넥타 테라퓨틱스	NEKTAR THERAPEUTICS	2	USD	4		1.27	1	1	930	1600	N		520	0	1	   	   
US	22	NAS	나스닥	NKTX	NASNKTX	엔카르타	NKARTA INC	2	USD	4		5.38	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NLSP	NASNLSP	NLS 파머슈틱스	NLS PHARMACEUTICS LTD	2	USD	4		0.1369	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NMFC	NASNMFC	뉴 마운틴 파이낸스	NEW MOUNTAIN FINANCE CORPORATION	2	USD	4		12.05	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NMFCZ	NASNMFCZ	뉴 마운틴 파이낸스 채권(2028 8.250%)	NEW MOUNTAIN FINANCE CORPORATION	2	USD	4		25.85	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NMHI	NASNMHI	네이처스 미러클 홀딩스	NATURES MIRACLE HLDG INC	2	USD	4		0.1615	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NMIH	NASNMIH	NMI 홀딩스	NMI HOLDINGS INC	2	USD	4		41.51	1	1	930	1600	N		640	0	1	   	   
US	22	NAS	나스닥	NMRA	NASNMRA	뉴모러 테라퓨틱스	NEUMORA THERAPEUTICS INC	2	USD	4		12.73	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NMRK	NASNMRK	뉴마크 그룹	NEWMARK GROUP INC	2	USD	4		15.35	1	1	930	1600	N		630	0	0	   	   
US	22	NAS	나스닥	NMTC	NASNMTC	뉴로원 메디컬 테크놀로지스	NEUROONE MEDICAL TECHNOLOGIES CORP	2	USD	4		0.935	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NN	NASNN	넥스트내브	NEXTNAV INC	2	USD	4		7.81	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NNAG	NASNNAG	99 애퀴지션 그룹	99 ACQUISITION GROUP INC	2	USD	4		10.55	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NNAGU	NASNNAGU	99 애퀴지션 그룹 유닛	99 ACQUISITION GROUP INC UNIT 1 CL A 1 RED WT EXP & 1 RT	2	USD	4		10.6	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NNAVW	NASNNAVW	넥스트내브 콜 워런트(2026-10-28)	NEXTNAV INC C/WTS (TO PUR COM)	2	USD	4		2.9	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NNBR	NASNNBR	NN	NN INC	2	USD	4		3.75	1	1	930	1600	N		230	0	1	   	   
US	22	NAS	나스닥	NNDM	NASNNDM	나노 디멘션(ADR)	NANO DIMENSION LTD SPON ADS EA REPR 1 ORD SHS	2	USD	4		2.18	1	1	930	1600	N		730	0	0	   	   
US	22	NAS	나스닥	NNE	NASNNE	나노 뉴클리어 에너지	NANO NUCLEAR ENERGY INC	2	USD	4		10.59	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NNOX	NASNNOX	나노 엑스 이미징	NANO-X IMAGING LTD	2	USD	4		6.33	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NODK	NASNODK	NI 홀딩스	NI HOLDINGS INC	2	USD	4		15.34	1	1	930	1600	N		620	0	0	   	   
US	22	NAS	나스닥	NOTV	NASNOTV	이노티브	INOTIV INC	2	USD	4		1.735	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NOVT	NASNOVT	노밴타	NOVANTA INC	2	USD	4		174.37	1	1	930	1600	N		730	0	1	   	   
US	22	NAS	나스닥	NOVV	NASNOVV	노바 비전 애퀴지션	NOVA VISION ACQUISITION CORP	2	USD	4		37.0001	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NOVVU	NASNOVVU	노바 비전 애퀴지션 유닛	NOVA VISION ACQUISITION CORP UNIT 1 ORD SHS & 1/2 WT &3	2	USD	4		41	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NPAB	NASNPAB	뉴 프로비던스 애퀴지션 2	NEW PROVIDENCE ACQUISITION CORP II	2	USD	4		11.9	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NPABU	NASNPABU	뉴 프로비던스 애퀴지션 2 유닛	NEW PROVIDENCE ACQUISITION CORP II UNIT 1 CL A & 1/3 RED	2	USD	4		12.3	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NPCE	NASNPCE	뉴로페이스	NEUROPACE INC	2	USD	4		7.39	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NPFI	NASNPFI	NUSHARES ETF TRUST NUVEEN PREFERRED AND INCOME ETF	NUSHARES ETF TRUST NUVEEN PREFERRED AND INCOME ETF	3	USD	4		26.035	1	1	930	1600	N		0	0	0	001	   
US	22	NAS	나스닥	NRBO	NASNRBO	뉴로보 파머슈티컬스	NEUROBO PHARMACEUTICALS INC	2	USD	4		3.26	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NRC	NASNRC	내셔널 리서치	NATIONAL RESEARCH CORP	2	USD	4		21.95	1	1	930	1600	N		510	0	1	   	   
US	22	NAS	나스닥	NRDS	NASNRDS	너드월릿	NERDWALLET INC	2	USD	4		13.1	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NRES	NASNRES	DBX ETF TRUST XTRACKERS RREEF GLOBAL NATURAL RESOURCES	DBX ETF TRUST XTRACKERS RREEF GLOBAL NATURAL RESOURCES	3	USD	4		26.9482	1	1	930	1600	N		0	0	0	001	   
US	22	NAS	나스닥	NRIM	NASNRIM	노스림 뱅코프	NORTHRIM BANCORP INC	2	USD	4		71.8	1	1	930	1600	N		610	0	1	   	   
US	22	NAS	나스닥	NRIX	NASNRIX	누릭스 테라퓨틱스	NURIX THERAPEUTICS INC	2	USD	4		25.06	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NRSN	NASNRSN	뉴로센스 테라퓨틱스	NEUROSENSE THERAPEUTICS LTD	2	USD	4		1.35	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NRXP	NASNRXP	NRX 파머슈티컬	NRX PHARMACEUTICALS INC	2	USD	4		1.64	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NSCR	NASNSCR	NUSHARES ETF TRUST NUVEEN SUSTAINABLE CORE ETF	NUSHARES ETF TRUST NUVEEN SUSTAINABLE CORE ETF	3	USD	4		28.2829	1	1	930	1600	N		0	0	0	001	   
US	22	NAS	나스닥	NSI	NASNSI	NORTHERN LIGHTS FUND TRUST IV NATIONAL SEC EMERGING MKTS IND	NORTHERN LIGHTS FUND TRUST IV NATIONAL SEC EMERGING MKTS IND	3	USD	4		27.2137	1	1	930	1600	N		0	0	0	001	   
US	22	NAS	나스닥	NSIT	NASNSIT	인사이트 엔터프라이즈	INSIGHT ENTERPRISE INC	2	USD	4		213.08	1	1	930	1600	N		730	0	1	   	   
US	22	NAS	나스닥	NSPR	NASNSPR	인스파이어MD	INSPIREMD INC	2	USD	4		2.606	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NSSC	NASNSSC	냅코 시큐리티 테크놀로지스	NAPCO SECURITY TECHNOLOGIES INC	2	USD	4		40.47	1	1	930	1600	N		730	0	1	   	   
US	22	NAS	나스닥	NSTS	NASNSTS	NSTS 뱅코프	NSTS BANCORP INC	2	USD	4		9.7	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NSYS	NASNSYS	노테크 시스템스	NORTECH SYSTEMS INC	2	USD	4		11.2601	1	1	930	1600	N		730	0	1	   	   
US	22	NAS	나스닥	NTAP	NASNTAP	넷앱	NETAPP INC	2	USD	4		120.08	1	1	930	1600	N		730	0	0	   	   
US	22	NAS	나스닥	NTBL	NASNTBL	노터블 랩스	NOTABLE LABS LTD	2	USD	4		0.478	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NTCT	NASNTCT	넷스카우트 시스템스	NETSCOUT SYSTEMS INC	2	USD	4		21.07	1	1	930	1600	N		740	0	1	   	   
US	22	NAS	나스닥	NTES	NASNTES	넷이즈(ADR)	NETEASE INC SPON ADS EACH REP 5 ORD SHS	2	USD	4		79.46	1	1	930	1600	N		370	0	0	   	   
US	22	NAS	나스닥	NTGR	NASNTGR	넷기어	NETGEAR INC	2	USD	4		20.7	1	1	930	1600	N		740	0	1	   	   
US	22	NAS	나스닥	NTIC	NASNTIC	노던 테크놀로지스 인터내셔널	NORTHERN TECHNOLOGIES INTL CORP	2	USD	4		12.72	1	1	930	1600	N		110	0	1	   	   
US	22	NAS	나스닥	NTLA	NASNTLA	인텔리아 테라퓨틱스	INTELLIA THERAPEUTICS INC	2	USD	4		22.93	1	1	930	1600	N		530	0	0	   	   
US	22	NAS	나스닥	NTNX	NASNTNX	누타닉스	NUTANIX INC	2	USD	4		58.99	1	1	930	1600	N		720	0	0	   	   
US	22	NAS	나스닥	NTRA	NASNTRA	나테라	NATERA INC	2	USD	4		127.13	1	1	930	1600	N		530	0	1	   	   
US	22	NAS	나스닥	NTRB	NASNTRB	뉴트리밴드	NUTRIBAND INC	2	USD	4		5.6	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NTRP	NASNTRP	넥스트트립	NEXTTRIP INC	2	USD	4		2.95	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NTRS	NASNTRS	노던 트러스트	NORTHERN TRUST CORP	2	USD	4		92.62	1	1	930	1600	N		640	0	0	   	   
US	22	NAS	나스닥	NTRSO	NASNTRSO	노던 트러스트 우선주 E(4.700%)	NORTHERN TRUST CORP 4.7 DEP SHS REP 1/1000TH NON CUM PFD E	2	USD	4		22.9	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NTWK	NASNTWK	넷솔 테크놀로지스	NETSOL TECHNOLOGIES INC	2	USD	4		2.75	1	1	930	1600	N		720	0	1	   	   
US	22	NAS	나스닥	NTZG	NASNTZG	NUSHARES ETF TRUST GLOBAL NET ZERO TRANSITION ETF	NUSHARES ETF TRUST GLOBAL NET ZERO TRANSITION ETF	3	USD	4		33.2567	1	1	930	1600	N		0	0	0	001	   
US	22	NAS	나스닥	NUKK	NASNUKK	누클레우스	NUKKLEUS INC	2	USD	4		0.2062	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NURO	NASNURO	뉴로메트릭스	NEUROMETRIX INC	2	USD	4		3.82	1	1	930	1600	N		510	0	0	   	   
US	22	NAS	나스닥	NUSB	NASNUSB	NUSHARES ETF TRUST NUVEEN ULTRA SHORT INCOME ETF	NUSHARES ETF TRUST NUVEEN ULTRA SHORT INCOME ETF	3	USD	4		25.25	1	1	930	1600	N		0	0	0	001	   
US	22	NAS	나스닥	NUTX	NASNUTX	뉴텍스 헬스	NUTEX HEALTH INC	2	USD	4		25.17	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NUVL	NASNUVL	누발런트	NUVALENT INC	2	USD	4		103.25	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NUVO	NASNUVO	홀드코 누보 그룹	HOLDCO NUVO GROUP D G LTD	2	USD	4		0.17	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NUWE	NASNUWE	누웰리스	NUWELLIS INC	2	USD	4		1.28	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NUZE	NASNUZE	누지	NUZEE INC	2	USD	4		0.692	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NVA	NASNVA	노바 미네랄스(ADR)	NOVA MINERALS LTD SPON ADS EACH REP 60 ORD	2	USD	4		6.1	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NVAC	NASNVAC	노스뷰 애퀴지션	NORTHVIEW ACQUISITION CORP	2	USD	4		11.7	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NVAX	NASNVAX	노바백스	NOVAVAX INC	2	USD	4		12.52	1	1	930	1600	N		530	0	0	   	   
US	22	NAS	나스닥	NVCR	NASNVCR	노보큐어	NOVOCURE LTD	2	USD	4		17.84	1	1	930	1600	N		510	0	1	   	   
US	22	NAS	나스닥	NVCT	NASNVCT	누벡티스 파머	NUVECTIS PHARMA INC	2	USD	4		6.75	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NVD	NASNVD	GRANITESHARES ETF TRUST 2X SHORT NVDA DAILY ETF	GRANITESHARES ETF TRUST 2X SHORT NVDA DAILY ETF	3	USD	4		1.84	1	1	930	1600	N		0	0	0	001	   
US	22	NAS	나스닥	NVDA	NASNVDA	엔비디아	NVIDIA CORP	2	USD	4		117.87	1	1	930	1600	N		710	0	0	   	   
US	22	NAS	나스닥	NVDD	NASNVDD	DIREXION SHARES ETF TRUST DAILY NVDA BEAR 1X SHS	DIREXION SHARES ETF TRUST DAILY NVDA BEAR 1X SHS	3	USD	4		7.64	1	1	930	1600	N		0	0	0	001	   
US	22	NAS	나스닥	NVDL	NASNVDL	GRANITESHARES ETF TRUST 2X LONG NVDA DAILY ETF	GRANITESHARES ETF TRUST 2X LONG NVDA DAILY ETF	3	USD	4		55.31	1	1	930	1600	N		0	0	0	001	   
US	22	NAS	나스닥	NVDS	NASNVDS	INVESTMENT MANAGERS SERIES TRUST II TRADR 1.5X SHORT NVDA DA	INVESTMENT MANAGERS SERIES TRUST II TRADR 1.5X SHORT NVDA DA	3	USD	4		36.84	1	1	930	1600	N		0	0	0	001	   
US	22	NAS	나스닥	NVDU	NASNVDU	DIREXION DAILY NVDA BULL 2X SHARES	DIREXION SHARES ETF TRUST DAILY NVDA BULL 2X SHARES	3	USD	4		89.28	1	1	930	1600	N		0	0	0	001	   
US	22	NAS	나스닥	NVDW	NASNVDW	TRADR 1.75X LONG NVDA WEEKLY ETF	TRADR 1.75X LONG NVDA WEEKLY ETF	3	USD	4		23.6803	1	1	930	1600	N		0	0	0	001	   
US	22	NAS	나스닥	NVEC	NASNVEC	NVE	NVE CORP	2	USD	4		79.19	1	1	930	1600	N		710	0	1	   	   
US	22	NAS	나스닥	NVEE	NASNVEE	NV5 글로벌	NV5 GLOBAL IN	2	USD	4		92.93	1	1	930	1600	N		220	0	1	   	   
US	22	NAS	나스닥	NVEI	NASNVEI	뉴베이	NUVEI CORPORATION	2	USD	4		33.34	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NVFY	NASNVFY	노바 라이프스타일	NOVA LIFESTYLE INC	2	USD	4		1.42	1	1	930	1600	N		340	0	0	   	   
US	22	NAS	나스닥	NVMI	NASNVMI	노바	NOVA LTD	2	USD	4		205.3	1	1	930	1600	N		710	0	1	   	   
US	22	NAS	나스닥	NVNI	NASNVNI	누비니 그룹	NVNI GROUP LTD	2	USD	4		1	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NVNO	NASNVNO	엔베노 메디컬	ENVVENO MED CORP	2	USD	4		5.11	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NVOS	NASNVOS	노보 인티그레이티드 사이언시스	NOVO INTEGRATED SCIENCES INC	2	USD	4		0.328	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NVTS	NASNVTS	나비타스 세미컨덕터	NAVITAS SEMICONDUCTOR CORP	2	USD	4		2.4	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NVVE	NASNVVE	누브 홀딩스	NUVVE HLDG CORP	2	USD	4		4.7	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NVVEW	NASNVVEW	누브 홀딩스 콜 워런트(2026-03-19)	NUVVE HLDG CORP C/WTS 19/03/2026 (TO SUB FOR ORD)	2	USD	4		0.0179	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NVX	NASNVX	노보닉스(ADR)	NOVONIX LIMITED SPON ADS EACH REP 4 ORD SHS	2	USD	4		1.46	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NWBI	NASNWBI	노스웨스트 뱅크셰어스	NORTHWEST BANCSHARES INC	2	USD	4		13.8	1	1	930	1600	N		640	0	1	   	   
US	22	NAS	나스닥	NWE	NASNWE	노스웨스턴 에너지 그룹	NORTHWESTERN ENERGY GROUP INC	2	USD	4		56.85	1	1	930	1600	N		0	0	0	   	   
US	22	NAS	나스닥	NWFL	NASNWFL	노우드 파이낸셜	NORWOOD FINANCIAL CORP	2	USD	4		29.38	1	1	930	1600	N		610	0	1	   	   
